,ts_code,trade_date,total_mv,float_mv,total_share,float_share,free_share,turnover_rate,turnover_rate_f,pe,pe_ttm,pb
209,000001.SH,20041115,3.06E+12,7.69E+11,5.08E+11,1.28E+11,1.22E+11,1.11,1.16,30.96,23.04,2.27
210,000001.SH,20041116,3.06E+12,7.69E+11,5.08E+11,1.28E+11,1.22E+11,1.09,1.14,30.98,23.05,2.27
211,000001.SH,20041117,3.03E+12,7.61E+11,5.08E+11,1.28E+11,1.22E+11,0.95,0.99,30.66,22.82,2.25
212,000001.SH,20041118,3.05E+12,7.68E+11,5.08E+11,1.28E+11,1.22E+11,0.9,0.94,30.91,22.99,2.27
213,000001.SH,20041119,3.08E+12,7.74E+11,5.08E+11,1.28E+11,1.22E+11,1.1,1.15,31.19,23.2,2.29
214,000001.SH,20041122,3.08E+12,7.79E+11,5.08E+11,1.28E+11,1.22E+11,1.3,1.36,31.24,23.23,2.29
215,000001.SH,20041123,3.05E+12,7.74E+11,5.08E+11,1.28E+11,1.22E+11,1.27,1.33,30.96,23.03,2.27
216,000001.SH,20041124,3.03E+12,7.66E+11,5.08E+11,1.28E+11,1.22E+11,1.27,1.33,30.68,22.82,2.25
217,000001.SH,20041125,3.03E+12,7.65E+11,5.08E+11,1.28E+11,1.22E+11,1.04,1.09,30.7,22.82,2.25
218,000001.SH,20041126,3.03E+12,7.66E+11,5.09E+11,1.28E+11,1.22E+11,0.81,0.85,30.92,22.86,2.25
219,000001.SH,20041129,2.99E+12,7.56E+11,5.09E+11,1.28E+11,1.22E+11,0.78,0.82,30.48,22.54,2.22
220,000001.SH,20041130,2.99E+12,7.58E+11,5.09E+11,1.28E+11,1.22E+11,0.72,0.75,30.55,22.59,2.23
221,000001.SH,20041201,2.98E+12,7.56E+11,5.09E+11,1.28E+11,1.22E+11,0.74,0.78,30.42,22.49,2.22
222,000001.SH,20041202,2.98E+12,7.57E+11,5.09E+11,1.28E+11,1.22E+11,0.99,1.04,30.36,22.45,2.21
223,000001.SH,20041203,2.98E+12,7.60E+11,5.09E+11,1.28E+11,1.22E+11,1.05,1.1,30.44,22.51,2.22
224,000001.SH,20041206,2.99E+12,7.62E+11,5.09E+11,1.28E+11,1.22E+11,0.82,0.86,30.5,22.55,2.22
225,000001.SH,20041207,2.95E+12,7.52E+11,5.09E+11,1.28E+11,1.22E+11,0.79,0.83,30.15,22.29,2.2
226,000001.SH,20041208,2.96E+12,7.53E+11,5.09E+11,1.28E+11,1.22E+11,0.66,0.7,30.2,22.33,2.2
227,000001.SH,20041209,2.99E+12,7.59E+11,5.09E+11,1.28E+11,1.22E+11,1.18,1.24,30.49,22.54,2.22
228,000001.SH,20041210,2.94E+12,7.45E+11,5.09E+11,1.28E+11,1.22E+11,0.86,0.9,30.03,22.2,2.19
229,000001.SH,20041213,2.93E+12,7.39E+11,5.09E+11,1.28E+11,1.22E+11,0.66,0.69,29.87,22.08,2.17
230,000001.SH,20041214,2.92E+12,7.37E+11,5.09E+11,1.28E+11,1.22E+11,0.62,0.65,29.83,22.04,2.17
231,000001.SH,20041215,2.94E+12,7.38E+11,5.09E+11,1.28E+11,1.22E+11,0.88,0.93,29.97,22.15,2.18
232,000001.SH,20041216,2.92E+12,7.34E+11,5.10E+11,1.28E+11,1.22E+11,0.7,0.74,29.84,22.04,2.17
233,000001.SH,20041217,2.89E+12,7.27E+11,5.10E+11,1.28E+11,1.22E+11,0.59,0.62,29.49,21.79,2.14
234,000001.SH,20041220,2.85E+12,7.18E+11,5.10E+11,1.28E+11,1.22E+11,0.62,0.65,29.15,21.53,2.12
235,000001.SH,20041221,2.85E+12,7.19E+11,5.10E+11,1.28E+11,1.22E+11,0.54,0.57,29.27,21.58,2.12
236,000001.SH,20041222,2.92E+12,7.38E+11,5.10E+11,1.28E+11,1.22E+11,1.03,1.08,30,22.12,2.17
237,000001.SH,20041223,2.87E+12,7.24E+11,5.10E+11,1.28E+11,1.22E+11,0.65,0.69,29.43,21.7,2.13
238,000001.SH,20041224,2.87E+12,7.25E+11,5.10E+11,1.28E+11,1.22E+11,0.56,0.58,29.49,21.74,2.13
239,000001.SH,20041227,2.86E+12,7.23E+11,5.10E+11,1.28E+11,1.22E+11,0.56,0.59,29.38,21.66,2.13
240,000001.SH,20041228,2.86E+12,7.22E+11,5.10E+11,1.28E+11,1.22E+11,0.6,0.63,29.5,21.69,2.12
241,000001.SH,20041229,2.85E+12,7.18E+11,5.10E+11,1.28E+11,1.22E+11,0.68,0.71,29.39,21.61,2.12
242,000001.SH,20041230,2.85E+12,7.16E+11,5.10E+11,1.28E+11,1.22E+11,0.68,0.72,29.39,21.61,2.12
243,000001.SH,20041231,2.83E+12,7.11E+11,5.10E+11,1.29E+11,1.22E+11,0.64,0.67,29.22,21.49,2.1
244,000001.SH,20050104,2.78E+12,7.01E+11,5.10E+11,1.29E+11,1.22E+11,0.63,0.66,28.66,21.07,2.06
245,000001.SH,20050105,2.80E+12,7.09E+11,5.10E+11,1.29E+11,1.22E+11,0.67,0.7,28.84,21.2,2.08
246,000001.SH,20050106,2.77E+12,7.04E+11,5.10E+11,1.29E+11,1.22E+11,0.61,0.64,28.55,20.99,2.05
247,000001.SH,20050107,2.78E+12,7.05E+11,5.10E+11,1.29E+11,1.22E+11,0.68,0.72,28.68,21.08,2.06
248,000001.SH,20050110,2.80E+12,7.12E+11,5.09E+11,1.29E+11,1.22E+11,0.56,0.59,28.79,21.16,2.08
249,000001.SH,20050111,2.81E+12,7.14E+11,5.09E+11,1.29E+11,1.22E+11,0.59,0.62,28.91,21.25,2.08
250,000001.SH,20050112,2.81E+12,7.14E+11,5.09E+11,1.29E+11,1.22E+11,0.52,0.55,28.9,21.24,2.08
251,000001.SH,20050113,2.80E+12,7.15E+11,5.09E+11,1.29E+11,1.22E+11,0.68,0.71,28.88,21.23,2.08
252,000001.SH,20050114,2.78E+12,7.08E+11,5.09E+11,1.29E+11,1.22E+11,0.76,0.8,28.63,21.05,2.06
253,000001.SH,20050117,2.72E+12,6.92E+11,5.09E+11,1.29E+11,1.22E+11,0.77,0.81,27.95,20.55,2.02
254,000001.SH,20050118,2.73E+12,6.99E+11,5.09E+11,1.29E+11,1.22E+11,0.79,0.83,28.13,20.69,2.03
255,000001.SH,20050119,2.72E+12,6.95E+11,5.09E+11,1.29E+11,1.22E+11,0.72,0.76,27.95,20.57,2.02
256,000001.SH,20050120,2.69E+12,6.86E+11,5.09E+11,1.29E+11,1.22E+11,0.79,0.84,27.56,20.31,1.99
257,000001.SH,20050121,2.75E+12,7.02E+11,5.09E+11,1.29E+11,1.22E+11,1.31,1.38,28.24,20.81,2.04
258,000001.SH,20050124,2.80E+12,7.14E+11,5.09E+11,1.29E+11,1.22E+11,1.39,1.46,28.72,21.17,2.08
259,000001.SH,20050125,2.80E+12,7.11E+11,5.09E+11,1.29E+11,1.22E+11,0.91,0.96,28.69,21.16,2.08
260,000001.SH,20050126,2.77E+12,7.05E+11,5.09E+11,1.29E+11,1.22E+11,0.74,0.78,28.4,20.95,2.06
261,000001.SH,20050127,2.74E+12,6.94E+11,5.10E+11,1.29E+11,1.22E+11,0.73,0.76,28.05,20.68,2.03
262,000001.SH,20050128,2.71E+12,6.87E+11,5.10E+11,1.29E+11,1.22E+11,0.63,0.66,27.77,20.47,2.01
263,000001.SH,20050131,2.66E+12,6.73E+11,5.09E+11,1.29E+11,1.22E+11,0.7,0.73,26.9,20.02,1.97
264,000001.SH,20050201,2.66E+12,6.70E+11,5.09E+11,1.29E+11,1.22E+11,0.71,0.75,26.68,19.97,1.97
265,000001.SH,20050202,2.80E+12,7.06E+11,5.09E+11,1.29E+11,1.22E+11,1.46,1.54,28.12,21.04,2.07
266,000001.SH,20050203,2.79E+12,6.96E+11,5.15E+11,1.29E+11,1.23E+11,1.57,1.65,27.75,20.85,2.05
267,000001.SH,20050204,2.85E+12,7.12E+11,5.16E+11,1.29E+11,1.23E+11,1.3,1.37,27.77,21.14,2.1
268,000001.SH,20050216,2.88E+12,7.17E+11,5.16E+11,1.29E+11,1.23E+11,1.11,1.16,27.88,21.29,2.11
269,000001.SH,20050217,2.87E+12,7.17E+11,5.16E+11,1.29E+11,1.23E+11,0.86,0.91,27.81,21.22,2.11
270,000001.SH,20050218,2.83E+12,7.08E+11,5.16E+11,1.29E+11,1.23E+11,0.82,0.86,27.44,20.92,2.08
271,000001.SH,20050221,2.89E+12,7.21E+11,5.16E+11,1.29E+11,1.23E+11,0.96,1.01,28.08,21.32,2.12
272,000001.SH,20050222,2.94E+12,7.37E+11,5.16E+11,1.29E+11,1.23E+11,1.72,1.81,28.59,21.62,2.16
273,000001.SH,20050223,2.94E+12,7.38E+11,5.16E+11,1.29E+11,1.23E+11,1.85,1.95,28.56,21.61,2.16
274,000001.SH,20050224,2.94E+12,7.41E+11,5.16E+11,1.29E+11,1.23E+11,1.55,1.63,28.38,21.59,2.16
275,000001.SH,20050225,2.95E+12,7.42E+11,5.16E+11,1.29E+11,1.23E+11,1.84,1.93,28.45,21.65,2.16
276,000001.SH,20050228,2.94E+12,7.37E+11,5.16E+11,1.29E+11,1.23E+11,1.35,1.42,28.26,21.53,2.17
277,000001.SH,20050301,2.93E+12,7.36E+11,5.16E+11,1.29E+11,1.23E+11,1.07,1.12,27.93,21.44,2.16
278,000001.SH,20050302,2.90E+12,7.26E+11,5.16E+11,1.29E+11,1.23E+11,1.43,1.5,27.35,21.13,2.13
279,000001.SH,20050303,2.91E+12,7.30E+11,5.16E+11,1.29E+11,1.23E+11,0.97,1.02,27.43,21.24,2.14
280,000001.SH,20050304,2.90E+12,7.26E+11,5.16E+11,1.29E+11,1.23E+11,0.84,0.89,27.26,21.12,2.13
281,000001.SH,20050307,2.91E+12,7.29E+11,5.16E+11,1.29E+11,1.23E+11,0.82,0.86,27.31,21.18,2.14
282,000001.SH,20050308,2.96E+12,7.43E+11,5.16E+11,1.29E+11,1.23E+11,1.37,1.44,27.55,21.54,2.18
283,000001.SH,20050309,2.96E+12,7.42E+11,5.16E+11,1.29E+11,1.23E+11,1.57,1.65,27.5,21.51,2.18
284,000001.SH,20050310,2.89E+12,7.25E+11,5.16E+11,1.29E+11,1.23E+11,1.37,1.43,26.75,21.01,2.13
285,000001.SH,20050311,2.90E+12,7.29E+11,5.16E+11,1.29E+11,1.23E+11,1.15,1.2,26.65,21.04,2.13
286,000001.SH,20050314,2.91E+12,7.29E+11,5.16E+11,1.29E+11,1.23E+11,1.43,1.5,26.66,21.09,2.14
287,000001.SH,20050315,2.85E+12,7.18E+11,5.16E+11,1.29E+11,1.23E+11,1.2,1.26,25.5,20.62,2.09
288,000001.SH,20050316,2.82E+12,7.10E+11,5.16E+11,1.29E+11,1.23E+11,1.05,1.1,25.2,20.4,2.07
289,000001.SH,20050317,2.79E+12,7.03E+11,5.16E+11,1.29E+11,1.23E+11,0.98,1.03,24.89,20.17,2.05
290,000001.SH,20050318,2.76E+12,6.92E+11,5.16E+11,1.29E+11,1.23E+11,0.95,0.99,24.42,19.88,2.01
291,000001.SH,20050321,2.77E+12,6.93E+11,5.16E+11,1.29E+11,1.23E+11,0.75,0.79,24.58,19.98,2.01
292,000001.SH,20050322,2.71E+12,6.77E+11,5.16E+11,1.29E+11,1.23E+11,1.11,1.17,23.94,19.58,1.97
293,000001.SH,20050323,2.70E+12,6.75E+11,5.16E+11,1.29E+11,1.23E+11,1.03,1.07,23.75,19.52,1.96
294,000001.SH,20050324,2.71E+12,6.79E+11,5.16E+11,1.29E+11,1.24E+11,0.88,0.91,23.31,19.49,1.97
295,000001.SH,20050325,2.71E+12,6.78E+11,5.16E+11,1.29E+11,1.24E+11,0.73,0.76,23.27,19.52,1.97
296,000001.SH,20050328,2.70E+12,6.75E+11,5.16E+11,1.29E+11,1.24E+11,0.69,0.72,23.03,19.42,1.96
297,000001.SH,20050329,2.68E+12,6.71E+11,5.16E+11,1.29E+11,1.25E+11,0.7,0.73,19.93,18.68,1.93
298,000001.SH,20050330,2.64E+12,6.55E+11,5.16E+11,1.29E+11,1.25E+11,0.87,0.9,19.41,18.32,1.9
299,000001.SH,20050331,2.66E+12,6.59E+11,5.16E+11,1.29E+11,1.25E+11,0.79,0.82,19.33,18.4,1.91
300,000001.SH,20050401,2.75E+12,6.82E+11,5.16E+11,1.29E+11,1.25E+11,1.49,1.54,19.99,19.05,1.98
301,000001.SH,20050404,2.71E+12,6.71E+11,5.16E+11,1.29E+11,1.25E+11,1.05,1.09,19.62,18.71,1.95
302,000001.SH,20050405,2.68E+12,6.65E+11,5.16E+11,1.29E+11,1.25E+11,0.88,0.91,19.44,18.54,1.93
303,000001.SH,20050406,2.73E+12,6.77E+11,5.16E+11,1.29E+11,1.25E+11,1.27,1.31,19.82,18.92,1.97
304,000001.SH,20050407,2.76E+12,6.86E+11,5.16E+11,1.29E+11,1.25E+11,1.84,1.9,19.99,19.08,1.98
305,000001.SH,20050408,2.81E+12,6.98E+11,5.16E+11,1.29E+11,1.25E+11,1.35,1.4,20.28,19.37,2.02
306,000001.SH,20050411,2.79E+12,6.94E+11,5.16E+11,1.29E+11,1.25E+11,1.47,1.52,20.16,19.26,2.01
307,000001.SH,20050412,2.75E+12,6.82E+11,5.17E+11,1.30E+11,1.25E+11,0.99,1.03,19.88,18.96,1.97
308,000001.SH,20050413,2.81E+12,6.99E+11,5.17E+11,1.30E+11,1.25E+11,1.49,1.54,20.15,19.49,2.02
309,000001.SH,20050414,2.78E+12,6.89E+11,5.17E+11,1.30E+11,1.25E+11,1.19,1.23,19.89,19.24,2
310,000001.SH,20050415,2.74E+12,6.78E+11,5.17E+11,1.30E+11,1.25E+11,1.09,1.12,19.64,18.94,1.97
311,000001.SH,20050418,2.70E+12,6.67E+11,5.18E+11,1.30E+11,1.25E+11,0.89,0.92,19.93,19.27,1.94
312,000001.SH,20050419,2.70E+12,6.70E+11,5.18E+11,1.30E+11,1.25E+11,0.83,0.86,19.91,19.25,1.94
313,000001.SH,20050420,2.67E+12,6.59E+11,5.18E+11,1.30E+11,1.25E+11,0.85,0.88,19.9,19.01,1.92
314,000001.SH,20050421,2.64E+12,6.52E+11,5.18E+11,1.30E+11,1.25E+11,1.01,1.05,19.72,18.85,1.9
315,000001.SH,20050422,2.64E+12,6.48E+11,5.18E+11,1.30E+11,1.25E+11,1.03,1.07,19.49,18.77,1.89
316,000001.SH,20050425,2.61E+12,6.40E+11,5.18E+11,1.30E+11,1.26E+11,1.03,1.07,19.45,18.67,1.87
317,000001.SH,20050426,2.63E+12,6.46E+11,5.18E+11,1.30E+11,1.26E+11,1.06,1.1,18.98,18.87,1.88
318,000001.SH,20050427,2.59E+12,6.38E+11,5.18E+11,1.30E+11,1.25E+11,1.02,1.06,18.75,18.63,1.85
319,000001.SH,20050428,2.64E+12,6.49E+11,5.18E+11,1.30E+11,1.25E+11,1.31,1.36,19.24,19.05,1.88
320,000001.SH,20050429,2.61E+12,6.42E+11,5.19E+11,1.30E+11,1.26E+11,1.06,1.1,19.19,19.03,1.85
321,000001.SH,20050509,2.58E+12,6.35E+11,5.25E+11,1.32E+11,1.26E+11,0.81,0.85,19.37,18.9,1.79
322,000001.SH,20050510,2.59E+12,6.38E+11,5.25E+11,1.32E+11,1.26E+11,0.98,1.03,19.46,18.99,1.8
323,000001.SH,20050511,2.56E+12,6.30E+11,5.25E+11,1.32E+11,1.26E+11,0.82,0.86,19.27,18.79,1.78
324,000001.SH,20050512,2.52E+12,6.22E+11,5.26E+11,1.33E+11,1.26E+11,0.92,0.97,18.91,18.45,1.75
325,000001.SH,20050513,2.52E+12,6.26E+11,5.26E+11,1.33E+11,1.26E+11,1.01,1.06,18.97,18.5,1.75
326,000001.SH,20050516,2.49E+12,6.18E+11,5.25E+11,1.32E+11,1.26E+11,0.77,0.81,18.61,18.16,1.73
327,000001.SH,20050517,2.50E+12,6.24E+11,5.25E+11,1.32E+11,1.26E+11,0.86,0.91,18.66,18.21,1.73
328,000001.SH,20050518,2.51E+12,6.29E+11,5.25E+11,1.33E+11,1.26E+11,0.77,0.82,18.65,18.21,1.74
329,000001.SH,20050519,2.51E+12,6.30E+11,5.25E+11,1.33E+11,1.26E+11,0.8,0.84,18.66,18.21,1.74
330,000001.SH,20050520,2.50E+12,6.27E+11,5.23E+11,1.32E+11,1.25E+11,0.72,0.76,18.41,17.97,1.73
331,000001.SH,20050523,2.43E+12,6.11E+11,5.24E+11,1.32E+11,1.25E+11,0.71,0.75,17.93,17.51,1.69
332,000001.SH,20050524,2.44E+12,6.17E+11,5.24E+11,1.32E+11,1.25E+11,0.82,0.87,17.97,17.54,1.7
333,000001.SH,20050525,2.43E+12,6.17E+11,5.24E+11,1.32E+11,1.25E+11,0.74,0.78,17.93,17.5,1.69
334,000001.SH,20050526,2.40E+12,6.09E+11,5.24E+11,1.32E+11,1.25E+11,0.71,0.75,17.71,17.29,1.67
335,000001.SH,20050527,2.39E+12,6.04E+11,5.24E+11,1.32E+11,1.25E+11,0.76,0.8,17.6,17.18,1.66
336,000001.SH,20050530,2.40E+12,6.08E+11,5.25E+11,1.33E+11,1.25E+11,0.64,0.68,17.74,17.31,1.68
337,000001.SH,20050531,2.41E+12,6.09E+11,5.25E+11,1.33E+11,1.25E+11,0.69,0.73,17.74,17.32,1.68
338,000001.SH,20050601,2.36E+12,5.97E+11,5.25E+11,1.33E+11,1.25E+11,0.75,0.8,17.37,16.96,1.64
339,000001.SH,20050602,2.30E+12,5.85E+11,5.25E+11,1.33E+11,1.25E+11,0.85,0.9,16.98,16.58,1.61
340,000001.SH,20050603,2.30E+12,5.84E+11,5.25E+11,1.33E+11,1.25E+11,0.74,0.78,16.94,16.54,1.6
341,000001.SH,20050606,2.34E+12,5.96E+11,5.25E+11,1.33E+11,1.25E+11,0.82,0.87,17.29,16.88,1.64
342,000001.SH,20050607,2.33E+12,5.95E+11,5.25E+11,1.33E+11,1.25E+11,1.17,1.24,17.22,16.81,1.64
343,000001.SH,20050608,2.53E+12,6.42E+11,5.26E+11,1.33E+11,1.25E+11,2.99,3.18,18.64,18.2,1.77
344,000001.SH,20050609,2.56E+12,6.48E+11,5.26E+11,1.33E+11,1.25E+11,3.04,3.23,18.91,18.46,1.8
345,000001.SH,20050610,2.51E+12,6.35E+11,5.26E+11,1.33E+11,1.25E+11,2.12,2.26,18.52,18.08,1.76
346,000001.SH,20050613,2.51E+12,6.34E+11,5.26E+11,1.33E+11,1.25E+11,1.43,1.52,18.49,18.05,1.77
347,000001.SH,20050614,2.48E+12,6.26E+11,5.26E+11,1.33E+11,1.25E+11,1.37,1.46,18.27,17.84,1.75
348,000001.SH,20050615,2.43E+12,6.13E+11,5.26E+11,1.33E+11,1.25E+11,1.13,1.21,17.93,17.5,1.71
349,000001.SH,20050616,2.46E+12,6.21E+11,5.26E+11,1.33E+11,1.25E+11,1.08,1.15,18.14,17.7,1.74
350,000001.SH,20050617,2.45E+12,6.19E+11,5.28E+11,1.33E+11,1.25E+11,1.25,1.33,18.1,17.67,1.73
351,000001.SH,20050620,2.52E+12,6.33E+11,5.31E+11,1.34E+11,1.25E+11,1.59,1.71,18.6,18.16,1.78
352,000001.SH,20050621,2.49E+12,6.32E+11,5.31E+11,1.35E+11,1.25E+11,1.14,1.23,18.35,17.91,1.76
353,000001.SH,20050622,2.49E+12,6.33E+11,5.32E+11,1.35E+11,1.25E+11,0.91,0.98,18.34,17.91,1.76
354,000001.SH,20050623,2.47E+12,6.28E+11,5.32E+11,1.35E+11,1.25E+11,0.84,0.91,18.21,17.78,1.75
355,000001.SH,20050624,2.49E+12,6.31E+11,5.32E+11,1.35E+11,1.25E+11,0.82,0.88,18.36,17.92,1.77
356,000001.SH,20050627,2.54E+12,6.45E+11,5.32E+11,1.35E+11,1.25E+11,1.6,1.73,18.74,18.3,1.81
357,000001.SH,20050628,2.50E+12,6.35E+11,5.32E+11,1.35E+11,1.25E+11,0.99,1.07,18.47,18.03,1.78
358,000001.SH,20050629,2.50E+12,6.32E+11,5.33E+11,1.35E+11,1.25E+11,0.99,1.07,18.41,17.97,1.77
359,000001.SH,20050630,2.44E+12,6.18E+11,5.33E+11,1.35E+11,1.25E+11,1.01,1.1,18.01,17.59,1.74
360,000001.SH,20050701,2.38E+12,6.02E+11,5.33E+11,1.35E+11,1.25E+11,1,1.08,17.59,17.17,1.7
361,000001.SH,20050704,2.36E+12,5.97E+11,5.33E+11,1.35E+11,1.25E+11,0.9,0.97,17.46,17.04,1.68
362,000001.SH,20050705,2.35E+12,5.91E+11,5.34E+11,1.35E+11,1.25E+11,0.77,0.83,17.31,16.9,1.67
363,000001.SH,20050706,2.33E+12,5.88E+11,5.34E+11,1.36E+11,1.25E+11,0.67,0.73,17.23,16.82,1.66
364,000001.SH,20050707,2.35E+12,5.89E+11,5.34E+11,1.36E+11,1.25E+11,0.62,0.68,17.31,16.9,1.67
365,000001.SH,20050708,2.30E+12,5.77E+11,5.34E+11,1.36E+11,1.25E+11,0.75,0.82,16.96,16.56,1.64
366,000001.SH,20050711,2.28E+12,5.74E+11,5.35E+11,1.36E+11,1.25E+11,0.83,0.9,16.85,16.45,1.62
367,000001.SH,20050712,2.36E+12,5.93E+11,5.35E+11,1.36E+11,1.25E+11,1.34,1.46,17.43,17,1.68
368,000001.SH,20050713,2.34E+12,5.89E+11,5.35E+11,1.36E+11,1.25E+11,0.94,1.02,17.28,16.86,1.67
369,000001.SH,20050714,2.35E+12,5.90E+11,5.35E+11,1.36E+11,1.25E+11,0.91,0.99,17.34,16.91,1.67
370,000001.SH,20050715,2.32E+12,5.81E+11,5.35E+11,1.36E+11,1.25E+11,0.91,0.99,17.1,16.66,1.65
371,000001.SH,20050718,2.29E+12,5.72E+11,5.35E+11,1.36E+11,1.25E+11,0.78,0.85,16.88,16.46,1.63
372,000001.SH,20050719,2.29E+12,5.74E+11,5.35E+11,1.36E+11,1.25E+11,0.7,0.77,16.91,16.48,1.63
373,000001.SH,20050720,2.31E+12,5.77E+11,5.35E+11,1.36E+11,1.25E+11,0.76,0.83,17.02,16.59,1.64
374,000001.SH,20050721,2.31E+12,5.78E+11,5.35E+11,1.37E+11,1.25E+11,0.8,0.87,17.02,16.6,1.64
375,000001.SH,20050722,2.36E+12,5.90E+11,5.35E+11,1.37E+11,1.25E+11,1.83,2,17.46,17.01,1.68
376,000001.SH,20050725,2.36E+12,5.88E+11,5.36E+11,1.37E+11,1.25E+11,1.02,1.11,17.44,16.99,1.68
377,000001.SH,20050726,2.43E+12,6.02E+11,5.36E+11,1.37E+11,1.25E+11,1.85,2.02,17.92,17.43,1.73
378,000001.SH,20050727,2.47E+12,6.13E+11,5.38E+11,1.37E+11,1.25E+11,1.71,1.87,18.2,17.66,1.75
379,000001.SH,20050728,2.46E+12,6.11E+11,5.38E+11,1.37E+11,1.25E+11,1.77,1.93,18.15,17.61,1.75
380,000001.SH,20050729,2.45E+12,6.09E+11,5.38E+11,1.37E+11,1.25E+11,1.27,1.39,18.07,17.5,1.74
381,000001.SH,20050801,2.46E+12,6.13E+11,5.38E+11,1.37E+11,1.25E+11,1.06,1.16,18.17,17.59,1.75
382,000001.SH,20050802,2.50E+12,6.21E+11,5.38E+11,1.37E+11,1.25E+11,1.36,1.49,18.42,17.82,1.77
383,000001.SH,20050803,2.50E+12,6.25E+11,5.38E+11,1.37E+11,1.25E+11,2.25,2.46,18.48,17.88,1.78
384,000001.SH,20050804,2.49E+12,6.22E+11,5.38E+11,1.37E+11,1.25E+11,1.39,1.53,18.4,17.81,1.77
385,000001.SH,20050805,2.55E+12,6.36E+11,5.38E+11,1.37E+11,1.25E+11,1.94,2.13,18.82,18.2,1.81
386,000001.SH,20050808,2.57E+12,6.42E+11,5.38E+11,1.37E+11,1.25E+11,2.16,2.37,18.99,18.39,1.83
387,000001.SH,20050809,2.60E+12,6.49E+11,5.38E+11,1.38E+11,1.26E+11,1.94,2.12,19.22,18.59,1.85
388,000001.SH,20050810,2.63E+12,6.55E+11,5.38E+11,1.38E+11,1.26E+11,2.24,2.45,19.45,18.79,1.87
389,000001.SH,20050811,2.68E+12,6.64E+11,5.38E+11,1.38E+11,1.26E+11,2.65,2.89,19.78,19.02,1.9
390,000001.SH,20050812,2.64E+12,6.52E+11,5.39E+11,1.38E+11,1.26E+11,2.87,3.13,19.51,18.77,1.87
391,000001.SH,20050815,2.68E+12,6.68E+11,5.39E+11,1.39E+11,1.27E+11,2.16,2.36,19.78,19,1.9
392,000001.SH,20050816,2.66E+12,6.64E+11,5.39E+11,1.39E+11,1.27E+11,2.35,2.57,19.6,18.65,1.88
393,000001.SH,20050817,2.69E+12,6.72E+11,5.39E+11,1.39E+11,1.27E+11,2.29,2.5,19.82,18.87,1.9
394,000001.SH,20050818,2.58E+12,6.50E+11,5.39E+11,1.40E+11,1.27E+11,3.47,3.81,19.02,18.09,1.82
395,000001.SH,20050819,2.58E+12,6.51E+11,5.39E+11,1.40E+11,1.28E+11,2.22,2.42,19.05,18.09,1.82
396,000001.SH,20050822,2.59E+12,6.56E+11,5.39E+11,1.40E+11,1.28E+11,1.7,1.85,19.11,18.21,1.82
397,000001.SH,20050823,2.57E+12,6.49E+11,5.39E+11,1.40E+11,1.29E+11,1.54,1.68,18.96,18.07,1.81
398,000001.SH,20050824,2.61E+12,6.56E+11,5.39E+11,1.40E+11,1.29E+11,1.59,1.74,19.27,18.37,1.84
399,000001.SH,20050825,2.62E+12,6.60E+11,5.39E+11,1.41E+11,1.29E+11,1.7,1.85,19.37,18.51,1.85
400,000001.SH,20050826,2.62E+12,6.60E+11,5.40E+11,1.41E+11,1.29E+11,1.7,1.85,19.34,18.64,1.84
401,000001.SH,20050829,2.58E+12,6.52E+11,5.40E+11,1.41E+11,1.30E+11,1.71,1.86,19.04,18.4,1.8
402,000001.SH,20050830,2.56E+12,6.50E+11,5.40E+11,1.41E+11,1.30E+11,1.31,1.41,18.89,18.36,1.79
403,000001.SH,20050831,2.60E+12,6.60E+11,5.40E+11,1.41E+11,1.32E+11,1.53,1.63,19.16,18.43,1.81
404,000001.SH,20050901,2.64E+12,6.73E+11,5.40E+11,1.41E+11,1.32E+11,2.37,2.53,19.52,18.78,1.84
405,000001.SH,20050902,2.65E+12,6.76E+11,5.40E+11,1.41E+11,1.32E+11,2.03,2.17,19.58,18.84,1.85
406,000001.SH,20050905,2.67E+12,6.82E+11,5.40E+11,1.41E+11,1.32E+11,1.87,2,19.7,18.96,1.86
407,000001.SH,20050906,2.62E+12,6.69E+11,5.40E+11,1.41E+11,1.32E+11,2.36,2.51,19.33,18.6,1.83
408,000001.SH,20050907,2.66E+12,6.82E+11,5.40E+11,1.41E+11,1.32E+11,2.01,2.14,19.67,18.92,1.86
409,000001.SH,20050908,2.66E+12,6.84E+11,5.40E+11,1.41E+11,1.32E+11,2.15,2.3,19.66,18.92,1.86
410,000001.SH,20050909,2.65E+12,6.79E+11,5.40E+11,1.41E+11,1.32E+11,1.56,1.66,19.59,18.85,1.85
411,000001.SH,20050912,2.65E+12,6.80E+11,5.40E+11,1.41E+11,1.32E+11,1.2,1.28,19.55,18.81,1.85
412,000001.SH,20050913,2.69E+12,6.92E+11,5.40E+11,1.41E+11,1.32E+11,1.82,1.94,19.86,19.11,1.88
413,000001.SH,20050914,2.71E+12,6.98E+11,5.40E+11,1.41E+11,1.32E+11,2.27,2.43,20.03,19.27,1.89
414,000001.SH,20050915,2.71E+12,6.99E+11,5.40E+11,1.41E+11,1.32E+11,1.92,2.05,20.03,19.27,1.89
415,000001.SH,20050916,2.70E+12,6.97E+11,5.40E+11,1.41E+11,1.32E+11,1.58,1.68,19.95,19.2,1.88
416,000001.SH,20050919,2.72E+12,7.03E+11,5.40E+11,1.41E+11,1.32E+11,1.74,1.85,20.07,19.31,1.9
